Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
female,group D,high school,free/reduced,none,widowed,regularly,yes,2.0,school_bus,< 5,60,75,74
male,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,57,57,57
female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,3.0,school_bus,< 5,68,83,78
male,group E,unknown,free/reduced,none,married,never,yes,5.0,school_bus,5 - 10,54,67,54
female,group D,some high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,62,71,72
female,unknown,unknown,standard,completed,married,never,yes,7.0,school_bus,5 - 10,65,79,85
female,group C,high school,standard,none,married,regularly,no,5.0,school_bus,> 10,72,75,66
male,group C,some college,standard,none,divorced,sometimes,yes,0.0,unknown,> 10,89,89,89
female,group C,associate's degree,free/reduced,none,unknown,sometimes,yes,1.0,private,5 - 10,49,55,56
male,group B,high school,standard,none,married,never,no,3.0,school_bus,5 - 10,66,65,63
female,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,> 10,74,81,77
male,group C,unknown,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,47,49,55
male,group E,associate's degree,standard,none,married,never,yes,3.0,private,5 - 10,64,56,52
female,group B,some college,free/reduced,completed,single,regularly,yes,4.0,private,5 - 10,49,59,58
female,group E,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,49,65,55
female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,43,44,52
male,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,71,55,51
male,group B,high school,free/reduced,none,married,regularly,yes,1.0,unknown,5 - 10,50,52,45
male,group B,some college,standard,none,single,sometimes,yes,1.0,private,5 - 10,79,65,66
female,unknown,master's degree,standard,completed,married,never,yes,3.0,unknown,< 5,87,90,95
male,group D,unknown,free/reduced,none,married,sometimes,no,1.0,school_bus,> 10,52,53,47
female,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,< 5,61,72,69
male,group C,unknown,standard,none,married,never,yes,7.0,school_bus,5 - 10,68,70,66
male,group A,unknown,standard,none,single,never,no,2.0,private,< 5,56,57,52
male,group E,high school,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,68,76,71
female,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,72,76,75
female,group C,associate's degree,free/reduced,none,single,never,yes,3.0,school_bus,> 10,42,50,49
male,group B,some high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,76,80,76
male,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,74,69,65
male,group C,associate's degree,standard,none,married,regularly,yes,2.0,private,< 5,47,40,40
male,group D,some college,standard,completed,married,never,no,2.0,private,5 - 10,61,59,58
female,group E,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,99,100,100
female,group D,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,73,75,81
female,group E,associate's degree,standard,none,single,regularly,no,2.0,unknown,5 - 10,74,76,75
female,group D,master's degree,standard,completed,married,never,no,1.0,unknown,> 10,78,98,100
male,group C,associate's degree,free/reduced,none,single,regularly,yes,3.0,private,< 5,74,71,70
male,group D,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,49,48,44
female,group E,some high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,58,67,63
male,group D,some college,standard,none,unknown,sometimes,yes,1.0,school_bus,5 - 10,57,69,59
male,group D,some high school,standard,completed,single,regularly,yes,5.0,private,5 - 10,84,82,76
male,group A,associate's degree,free/reduced,none,divorced,regularly,no,3.0,school_bus,5 - 10,70,63,59
female,group D,some high school,standard,completed,divorced,regularly,yes,0.0,unknown,5 - 10,70,59,69
male,group C,bachelor's degree,free/reduced,none,single,regularly,no,3.0,private,< 5,51,49,48
male,group D,associate's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10,85,82,85
male,group D,high school,free/reduced,none,single,never,no,1.0,private,5 - 10,41,45,39
female,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,40,45,47
female,group E,some high school,standard,none,single,regularly,yes,2.0,school_bus,unknown,64,73,75
male,group B,associate's degree,standard,none,married,never,no,1.0,private,5 - 10,67,65,60
male,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,52,60,56
female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,11,24,18
female,group E,some high school,standard,completed,married,regularly,no,3.0,private,< 5,84,86,86
female,group D,some college,free/reduced,completed,unknown,regularly,no,0.0,private,5 - 10,67,78,76
female,group B,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,82,87,82
female,unknown,unknown,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,79,86,88
male,group C,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,77,79,79
female,group D,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,32,36,37
male,group E,master's degree,free/reduced,none,married,never,yes,2.0,private,< 5,75,68,67
female,group C,master's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,61,62,71
female,group A,high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,43,47,39
female,group B,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,49,68,66
female,group B,associate's degree,standard,none,widowed,sometimes,yes,0.0,school_bus,< 5,68,78,82
female,group C,some college,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,72,68,68
female,group B,associate's degree,standard,completed,single,regularly,no,1.0,private,5 - 10,51,64,64
male,group D,some high school,standard,completed,married,never,yes,0.0,private,> 10,97,95,96
male,group C,some college,standard,none,single,regularly,no,1.0,school_bus,5 - 10,84,71,72
female,group B,high school,standard,none,married,never,no,4.0,school_bus,5 - 10,70,80,78
female,group B,unknown,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,76,87,83
female,unknown,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,63,71,68
female,group C,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,47,46,49
female,group E,associate's degree,standard,none,married,regularly,yes,3.0,unknown,5 - 10,72,88,86
female,group E,some college,standard,none,single,sometimes,yes,7.0,school_bus,< 5,97,96,98
female,group C,some college,free/reduced,none,married,never,yes,3.0,private,5 - 10,55,76,66
female,group C,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,71,81,80
male,group A,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,71,58,55
male,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,83,77,75
female,group B,some college,standard,none,married,regularly,no,4.0,private,> 10,63,72,73
female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,44,66,63
female,group B,some high school,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,49,61,51
female,group B,some college,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,76,79,83
female,group D,associate's degree,standard,none,divorced,regularly,no,5.0,unknown,5 - 10,90,99,95
female,group B,associate's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,85,98,94
female,group E,high school,standard,none,single,sometimes,yes,0.0,private,< 5,64,77,68
male,group E,associate's degree,free/reduced,completed,widowed,sometimes,yes,3.0,school_bus,5 - 10,71,77,69
male,group D,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,58,57,46
female,group C,some high school,free/reduced,none,divorced,regularly,no,3.0,private,5 - 10,49,60,54
male,group C,some college,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,< 5,43,44,43
female,group E,high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,64,76,71
female,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5,68,78,74
female,group D,some high school,free/reduced,completed,single,never,yes,2.0,private,5 - 10,60,84,85
female,group C,some high school,standard,completed,married,regularly,yes,0.0,private,> 10,57,58,67
male,group B,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,78,81,77
male,unknown,high school,standard,completed,married,never,yes,1.0,school_bus,< 5,79,72,74
male,group B,bachelor's degree,standard,none,single,never,yes,0.0,school_bus,5 - 10,77,69,67
male,group C,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,57,49,39
female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,unknown,5 - 10,44,55,48
male,group D,associate's degree,standard,none,married,never,no,3.0,private,> 10,94,87,87
male,group C,associate's degree,standard,completed,unknown,sometimes,no,3.0,school_bus,5 - 10,72,65,62
female,group D,high school,standard,completed,married,sometimes,no,3.0,private,unknown,52,69,71
male,group E,unknown,free/reduced,none,married,sometimes,yes,2.0,private,unknown,86,83,77
female,group D,high school,standard,completed,married,sometimes,yes,3.0,school_bus,unknown,85,89,88
male,group A,unknown,standard,completed,single,never,no,4.0,school_bus,> 10,66,66,66
female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,57,58,57
female,group C,high school,standard,none,married,regularly,yes,3.0,private,> 10,70,78,80
male,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,87,82,90
male,group D,high school,standard,none,unknown,sometimes,yes,1.0,school_bus,> 10,52,50,44
male,group E,some college,standard,completed,married,never,yes,0.0,private,< 5,63,62,57
female,group A,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,74,84,79
female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,54,58,57
female,group A,some college,standard,completed,single,regularly,yes,0.0,unknown,5 - 10,83,87,90
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,59,51
male,group C,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,70,62,49
male,group B,master's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,67,65,65
female,group D,some high school,standard,completed,married,regularly,no,4.0,private,5 - 10,73,70,79
female,group A,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,47,56,61
male,group D,associate's degree,free/reduced,none,unknown,never,no,3.0,school_bus,5 - 10,40,36,33
male,group D,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,71,70,68
male,group D,some high school,standard,none,divorced,regularly,yes,5.0,school_bus,< 5,80,69,72
male,group D,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,51,54,52
male,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10,78,71,63
male,group B,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,62,71,62
female,group A,associate's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,73,65,65
male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,private,> 10,54,52,54
female,group C,high school,free/reduced,none,married,never,yes,3.0,private,> 10,53,64,65
female,group D,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,91,94,99
male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,68,63,58
male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,90,85,85
male,group D,unknown,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,65,69,67
female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,33,41,41
male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,77,81,85
female,group B,some college,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,73,81,89
male,group D,some college,standard,none,married,regularly,no,1.0,private,< 5,87,87,88
female,group B,some college,free/reduced,completed,divorced,never,yes,3.0,unknown,< 5,50,65,70
male,group C,some high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10,33,32,28
female,group A,associate's degree,free/reduced,completed,married,sometimes,no,2.0,private,< 5,59,74,72
male,unknown,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,51,47,42
male,group A,some college,standard,completed,married,never,yes,4.0,private,> 10,53,68,60
male,group D,unknown,free/reduced,completed,married,sometimes,no,0.0,school_bus,> 10,82,80,81
female,group E,some high school,standard,none,married,sometimes,yes,2.0,unknown,< 5,72,78,78
female,group D,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,> 10,87,100,97
female,group E,associate's degree,standard,completed,married,never,yes,0.0,school_bus,5 - 10,80,82,88
male,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,< 5,53,56,62
male,group B,unknown,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,87,76,76
male,group D,some college,standard,none,divorced,sometimes,no,5.0,school_bus,> 10,98,92,87
male,group E,some college,standard,none,married,sometimes,no,0.0,school_bus,5 - 10,100,98,95
male,group C,unknown,free/reduced,none,divorced,sometimes,no,2.0,private,> 10,42,55,43
male,group D,high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,56,71,65
male,group C,some high school,standard,none,unknown,sometimes,yes,0.0,school_bus,5 - 10,61,57,59
male,group D,associate's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,79,80,78
female,group B,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,60,70,67
female,group B,associate's degree,standard,completed,single,never,no,2.0,school_bus,5 - 10,89,98,97
male,group B,master's degree,standard,none,married,never,no,1.0,private,> 10,80,72,68
female,unknown,some college,standard,completed,divorced,regularly,yes,1.0,private,> 10,88,99,100
male,group D,unknown,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,63,61,55
female,group B,high school,standard,none,unknown,sometimes,yes,1.0,school_bus,5 - 10,78,75,77
female,group D,high school,free/reduced,none,single,sometimes,yes,3.0,unknown,< 5,65,70,73
male,group E,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,83,78,74
